team_year,BPI_Off,BPI_Def,BPI
2020 Merrimack,-5.6,3,-2.6
2020 Seattle U,-0.2,-2.5,-2.7
2020 Loyola Marymount,-1.2,-1.6,-2.7
2020 East Carolina,-1.8,-1.1,-2.9
2020 North Dakota,0.6,-3.5,-3
2020 Florida Atlantic,-2.5,-0.5,-3
2020 New Hampshire,-4.1,1,-3.1
2020 UC Davis,1.1,-4.1,-3.1
2020 Bryant,-2.4,-0.7,-3.2
2020 VMI,-1.1,-2.2,-3.3
2020 Rice,0.7,-4.1,-3.4
2020 UTSA,0.3,-3.8,-3.5
2020 UIC,-4,0.5,-3.5
2020 Youngstown St.,-0.3,-3.1,-3.5
2020 San Diego,-4.6,0.7,-3.8
2020 Omaha,0,-3.9,-3.9
2020 Illinois St.,-3,-0.9,-3.9
2020 George Washington,-2.1,-1.8,-4
2020 Bucknell,-3.2,-0.8,-4
2020 Lipscomb,-0.6,-3.4,-4
2020 Jacksonville St.,-3,-1,-4
2020 Cal St. Northridge,2.8,-6.9,-4
2020 UT Rio Grande Valley,-1.9,-2.1,-4.1
2020 Fordham,-7.9,3.8,-4.1
2020 Oakland,-2.6,-1.6,-4.2
2020 McNeese,1.7,-5.9,-4.2
2020 Tennessee St.,-2.5,-1.7,-4.2
2020 Cal St. Bakersfield,-2.8,-1.4,-4.3
2020 Drexel,-1.7,-2.6,-4.3
2020 Quinnipiac,-0.5,-3.8,-4.3
2020 Western Michigan,-1.7,-2.6,-4.3
2020 Lamar,-4.4,0,-4.4
2020 Arkansas St.,0,-4.4,-4.4
2020 Campbell,-2.9,-1.5,-4.4
2020 Canisius,-3,-1.5,-4.5
2020 Louisiana,-1.4,-3.1,-4.5
2020 UMBC,-2.6,-2,-4.6
2020 Norfolk St.,-4.9,0.3,-4.6
2020 Weber St.,-0.8,-3.9,-4.6
2020 Eastern Kentucky,-3.3,-1.4,-4.7
2020 Navy,-3.3,-1.5,-4.8
2020 UMass Lowell,1,-5.8,-4.8
2020 Manhattan,-6.4,1.5,-4.9
2020 Jacksonville,-4.2,-0.7,-4.9
2020 Albany,-4.1,-0.9,-5
2020 LIU,-1.7,-3.3,-5
2020 Loyola MD,-1.3,-4.1,-5.3
2020 Southern,-3.3,-2.1,-5.4
2020 Idaho St.,-0.4,-5,-5.4
2020 Hartford,-5.3,-0.1,-5.4
2020 Cal St. Fullerton,-4.2,-1.3,-5.5
2020 Army,-2.6,-3,-5.6
2020 Grand Canyon,0.3,-5.9,-5.6
2020 Saint Joseph's,-1,-4.6,-5.6
2020 Fairleigh Dickinson,0.4,-6,-5.6
2020 Texas Southern,-2.7,-2.9,-5.6
2020 North Carolina Central,-5.1,-0.7,-5.8
2020 Milwaukee,-3.6,-2.3,-5.9
2020 Utah Valley,-4.2,-1.7,-5.9
2020 Cornell,-1.3,-4.8,-6.1
2020 North Alabama,-4.4,-1.7,-6.1
2020 Bethune-Cookman,-5,-1.2,-6.2
2020 Morehead St.,-3.9,-2.4,-6.2
2020 Purdue Fort Wayne,-4.5,-1.7,-6.2
2020 Jackson St.,-6.2,-0.1,-6.3
2020 North Carolina A&T,-5.9,-0.5,-6.4
2020 St. Francis (BKN),-4.4,-2,-6.4
2020 Elon,-1.6,-4.8,-6.4
2020 NJIT,-4.7,-1.7,-6.4
2020 Wyoming,-6.2,-0.2,-6.4
2020 Middle Tennessee,-2.7,-3.8,-6.5
2020 Columbia,-4.2,-2.3,-6.5
2020 UL Monroe,-4.5,-2.1,-6.6
2020 UNC Asheville,-1.3,-5.3,-6.6
2020 Mount St. Mary's,-4,-2.6,-6.7
2020 Portland,-5.6,-1.4,-7
2020 James Madison,-2.2,-4.8,-7
2020 Grambling,-4.9,-2.1,-7
2020 Central Arkansas,-3.6,-3.5,-7.1
2020 Fairfield,-7.8,0.6,-7.2
2020 Stetson,-3.5,-3.7,-7.2
2020 Lehigh,-3.8,-3.6,-7.3
2020 Hampton,0.7,-8.1,-7.4
2020 Detroit Mercy,-1.5,-6,-7.5
2020 UNC Wilmington,-4.9,-2.7,-7.6
2020 Southern Miss,-4.8,-3,-7.8
2020 Northwestern St.,-4.5,-3.3,-7.8
2020 Charleston Southern,-3.9,-4,-7.9
2020 Niagara,-1.9,-6,-7.9
2020 Troy,-5,-2.9,-7.9
2020 Long Beach St.,-5.3,-2.6,-7.9
2020 Alcorn St.,-2.4,-5.6,-8.1
2020 Evansville,-3.9,-4.2,-8.1
2020 Texas A&M-CC,-5.8,-2.5,-8.2
2020 New Orleans,-1.7,-6.7,-8.3
2020 Samford,-2.7,-5.6,-8.3
2020 Cal Poly,-4.6,-3.8,-8.4
2020 Longwood,-6.7,-1.8,-8.5
2020 The Citadel,-3.1,-5.5,-8.5
2020 Florida A&M,-6.4,-2.3,-8.7
2020 Florida Gulf Coast,-7.7,-1.2,-8.8
2020 Marist,-7.7,-1.2,-8.9
2020 Morgan St.,-6.7,-2.3,-9
2020 Denver,-5,-4,-9
2020 Maine,-6.9,-2.2,-9.1
2020 San José St,-5,-4.4,-9.4
2020 Cleveland St.,-6.9,-2.5,-9.4
2020 UT Martin,2.5,-12,-9.6
2020 Idaho,-5.3,-4.4,-9.7
2020 Coppin St.,-8.1,-1.8,-9.9
2020 Tennessee Tech,-6.1,-3.9,-10
2020 Wagner,-2.9,-7.2,-10.2
2020 SIU Edwardsville,-6.9,-3.4,-10.3
2020 South Carolina UpSt.,-4.6,-5.8,-10.4
2020 Western Illinois,-2.5,-7.9,-10.5
2020 Presbyterian,-3.6,-7.1,-10.7
2020 Binghamton,-2.9,-8.1,-11
2020 Alabama St.,-9.3,-2.5,-11.7
2020 Southeast Missouri St.,-5.4,-6.3,-11.7
2020 Houston Baptist,0.2,-12,-11.8
2020 IUPUI,-3.7,-8.2,-11.9
2020 South Carolina St.,-3.8,-8.1,-11.9
2020 High Point,-4.8,-7.7,-12.5
2020 SE Louisiana,-7.8,-5.5,-13.2
2020 Alabama A&M,-9.9,-3.7,-13.6
2020 Incarnate Word,-7.6,-6.5,-14.1
2020 Holy Cross,-4.9,-9.3,-14.1
2020 Central Connecticut,-8.4,-7,-15.4
2020 Delaware St.,-6.6,-9.2,-15.8
2020 Howard,-5.6,-10.4,-16
2020 Arkansas Pine Bluff,-14.1,-2.4,-16.5
2020 Maryland-Eastern Shore,-13.2,-3.4,-16.6
2020 Kennesaw St.,-12.9,-5.8,-18.7
2020 Mississippi Valley St.,-9.5,-10.1,-19.6
2020 Chicago St.,-10.2,-13.1,-23.3
2021 Gonzaga,15,6.3,21.3
2021 Baylor,13.9,6.8,20.7
2021 Houston,9.9,8.4,18.3
2021 Illinois,9.7,8,17.6
2021 Michigan,9.7,7.7,17.4
2021 Iowa,14.3,2.7,17
2021 Villanova,10.9,4.2,15.1
2021 Texas Tech,6.5,7.9,14.4
2021 Alabama,5.8,8.6,14.4
2021 USC,7,7.3,14.3
2021 Ohio St.,10.6,3.6,14.2
2021 Virginia,8,5.8,13.9
2021 Arkansas,6.4,7.1,13.5
2021 Tennessee,5,8.3,13.3
2021 Loyola Chicago,5.6,7.7,13.2
2021 Wisconsin,6,7.2,13.2
2021 Creighton,8,5,13.1
2021 Colorado,7.4,5.7,13.1
2021 Florida St.,7,5.7,12.7
2021 LSU,11.2,1.4,12.6
2021 Connecticut,6.4,6.1,12.5
2021 Texas,6.7,5.7,12.4
2021 San Diego St.,5.3,6.9,12.2
2021 West Virginia,8.1,3.9,12
2021 Kansas,5.3,6.7,12
2021 North Carolina,5.1,6.6,11.7
2021 Purdue,6.2,5.4,11.6
2021 UCLA,8.1,3.3,11.4
2021 St. Bonaventure,5.2,6.2,11.3
2021 Oregon,8.2,3,11.2
2021 Duke,7.7,3.4,11.1
2021 BYU,6.6,4.5,11.1
2021 Oklahoma,6.4,4.6,11
2021 Syracuse,6.8,4.2,10.9
2021 Memphis,1.6,9.2,10.8
2021 Florida,5.8,4.5,10.3
2021 Oklahoma St.,3.9,6.3,10.2
2021 Georgia Tech,6.4,3.5,9.9
2021 Maryland,6,3.8,9.7
2021 Arizona,6.3,3.4,9.7
2021 Rutgers,3.2,6.4,9.6
2021 Virginia Tech,5.1,4.5,9.6
2021 Clemson,2.3,7.3,9.5
2021 Saint Louis,5.2,4.3,9.5
2021 Penn St.,5.4,4,9.4
2021 Mississippi,1.9,7.3,9.2
2021 NC St.,5.5,3.5,9
2021 Missouri,4.8,4.2,9
2021 Indiana,4,4.8,8.9
2021 Seton Hall,4.7,4.1,8.8
2021 SMU,5.2,3.5,8.7
2021 Colgate,6.9,1.6,8.5
2021 Davidson,7.9,0.6,8.5
2021 Kentucky,3.2,5.3,8.5
2021 Utah St.,1.7,6.7,8.5
2021 Richmond,6,2.3,8.3
2021 Boise St.,4.2,4.1,8.3
2021 Xavier,4.7,3.6,8.3
2021 VCU,0.8,7.4,8.2
2021 UC Santa Barbara,5.2,2.9,8.1
2021 Louisville,3.9,4,7.9
2021 Mississippi St.,3.7,4.1,7.9
2021 Oregon St.,5.3,2.3,7.5
2021 St. John's,5.2,2.3,7.5
2021 Wright St.,3.5,4,7.5
2021 Drake,5.7,1.6,7.3
2021 Auburn,4.8,2.4,7.3
2021 Providence,3.7,3.4,7.2
2021 North Texas,3.6,3.5,7.2
2021 Michigan St.,3.1,4,7.1
2021 Georgetown,3.1,4,7.1
2021 Utah,4.9,2,6.9
2021 Louisiana Tech,1.7,4.9,6.7
2021 Toledo,6.5,0.1,6.6
2021 Minnesota,2.6,3.9,6.5
2021 Liberty,4.7,1.7,6.4
2021 Grand Canyon,3.6,2.8,6.4
2021 Northwestern,2,4.2,6.2
2021 Marquette,3.2,3.1,6.2
2021 Stanford,1.2,5,6.2
2021 Notre Dame,7.1,-1.1,6.1
2021 UAB,0.9,5.1,6
2021 Colorado St.,4,1.9,5.9
2021 Marshall,4.3,1.6,5.9
2021 Winthrop,2.5,3.3,5.8
2021 Abilene Christian,-0.7,6.5,5.8
2021 Dayton,3.6,2.1,5.7
2021 Pittsburgh,3.3,2.2,5.5
2021 UNC Greensboro,1.1,4.3,5.4
2021 Belmont,4.8,0.5,5.3
2021 Saint Mary's,0.1,5.1,5.3
2021 Western Kentucky,3,2.2,5.3
2021 Buffalo,2.6,2.6,5.2
2021 Ohio,4.9,0.2,5.1
2021 Rhode Island,1.1,4,5.1
2021 Furman,4.4,0.6,5
2021 Vermont,3,2,5
2021 Wichita St.,1.7,3.3,5
2021 UC Irvine,-0.3,5,4.7
2021 Loyola Marymount,2.6,1.9,4.5
2021 Pepperdine,3.3,1.2,4.5
2021 Vanderbilt,3.7,0.7,4.4
2021 South Dakota St.,5.8,-1.6,4.3
2021 Georgia,2.5,1.6,4.1
2021 Eastern Washington,4.1,0,4
2021 Arizona St.,3.1,0.8,3.9
2021 UC Riverside,0.7,3.2,3.9
2021 Duquesne,0.2,3.4,3.7
2021 Nevada,2.5,1.2,3.6
2021 Wofford,3.2,0.4,3.6
2021 Washington St.,-1.5,5,3.5
2021 San Francisco,1.1,2.5,3.5
2021 Massachusetts,2.2,1.2,3.5
2021 Georgia St.,3.6,-0.2,3.4
2021 UCF,1.7,1.7,3.4
2021 Weber St.,3.6,-0.3,3.3
2021 Nebraska,-0.5,3.8,3.3
2021 South Carolina,0.9,2.2,3.1
2021 Missouri St.,1.9,1.1,3
2021 Tulsa,0.4,2.5,2.9
2021 Butler,0.4,2.5,2.8
2021 Southern Utah,3.1,-0.5,2.6
2021 Murray St.,2.2,0.4,2.6
2021 Akron,3.2,-0.6,2.6
2021 Kent St.,1.6,0.9,2.6
2021 Cincinnati,0.2,2.3,2.4
2021 Coastal Carolina,1.2,0.7,1.9
2021 Cal St. Bakersfield,0.5,1.4,1.8
2021 Texas A&M,-0.2,2,1.8
2021 UMBC,-0.1,1.8,1.8
2021 Miami FL,0.3,1.4,1.7
2021 New Mexico St.,1.7,0,1.7
2021 TCU,1,0.7,1.7
2021 Mercer,2,-0.5,1.6
2021 Temple,-0.2,1.7,1.5
2021 Iona,0.3,1.1,1.5
2021 Oral Roberts,3.4,-1.9,1.4
2021 DePaul,-2.4,3.8,1.4
2021 Bowling Green,2,-0.7,1.4
2021 California,0.6,0.7,1.4
2021 UNLV,2,-0.7,1.3
2021 Siena,0.3,0.9,1.3
2021 Bradley,0.6,0.6,1.2
2021 Stephen F. Austin,0.9,0.2,1
2021 East Tennessee St.,-0.4,1.4,1
2021 Florida Atlantic,1.2,-0.2,1
2021 Eastern Kentucky,-0.4,1.3,0.9
2021 Drexel,2.4,-1.5,0.9
2021 Navy,0.5,0.4,0.9
2021 Sam Houston St.,0.4,0.5,0.9
2021 James Madison,1.2,-0.3,0.9
2021 George Mason,-0.9,1.5,0.6
2021 Boston College,1.5,-0.9,0.6
2021 Santa Clara,-1.2,1.6,0.4
2021 Bryant,1.2,-0.8,0.4
2021 Pacific,-0.6,1,0.4
2021 Morehead St.,-1.7,2.1,0.3
2021 Bellarmine,3.3,-3.1,0.2
2021 North Dakota St.,0.6,-0.5,0.1
2021 Old Dominion,-0.6,0.7,0.1
2021 Indiana St.,-1,1.1,0.1
2021 Jacksonville St.,0.8,-0.8,0
2021 Chattanooga,0.4,-0.4,0
2021 Detroit Mercy,4.1,-4.2,-0.1
2021 Nicholls,-0.4,0.2,-0.2
2021 Iowa St.,-0.8,0.6,-0.2
2021 UTEP,-0.4,0.1,-0.3
2021 Kansas City,-1.8,1.5,-0.3
2021 Wake Forest,-0.2,-0.2,-0.4
2021 Ball St.,0.1,-0.5,-0.4
2021 Washington,-0.3,-0.1,-0.4
2021 Hofstra,2.3,-2.7,-0.4
2021 Tulane,-2.5,2,-0.5
2021 Northeastern,-2.2,1.7,-0.5
2021 Hartford,-2.9,2.5,-0.5
2021 East Carolina,-2.4,1.8,-0.6
2021 UTSA,2.3,-2.9,-0.6
2021 South Dakota,1.9,-2.5,-0.6
2021 Appalachian St.,-1.5,0.9,-0.6
2021 Albany,-0.8,0.1,-0.7
2021 Army,-1.8,1,-0.8
2021 Gardner Webb,0.8,-1.7,-0.9
2021 VMI,2.3,-3.3,-0.9
2021 South Florida,-0.9,-0.1,-1.1
2021 Monmouth,-1.1,0,-1.2
2021 Northern Iowa,0.2,-1.4,-1.2
2021 Texas St.,-2.1,0.7,-1.4
2021 Tarleton,-2,0.5,-1.5
2021 Loyola MD,-2,0.4,-1.6
2021 Kansas St.,-2.7,1,-1.7
2021 Saint Peter's,-6.1,4.4,-1.7
2021 Texas Southern,-1.6,-0.1,-1.8
2021 Canisius,-0.7,-1,-1.8
2021 Cleveland St.,-2,0.2,-1.8
2021 Elon,-2.8,1,-1.8
2021 Miami (OH),1.9,-3.8,-1.9
2021 Montana,-2,0.1,-1.9
2021 UMass Lowell,-0.3,-1.7,-2
2021 Hawaii,-1.8,-0.3,-2.1
2021 Austin Peay,2,-4,-2.1
2021 Stony Brook,-4.4,2.3,-2.1
2021 Mount St. Mary's,-3.6,1.3,-2.2
2021 South Alabama,1.2,-3.5,-2.3
2021 Prairie View A&M,-3.1,0.8,-2.3
2021 Wagner,-0.4,-2,-2.4
2021 Campbell,0.8,-3.2,-2.4
2021 Fresno St.,-2.1,-0.4,-2.5
2021 Niagara,-0.9,-1.7,-2.5
2021 UT Arlington,-2.3,-0.6,-2.8
2021 UC Davis,-2.2,-0.6,-2.8
2021 California Baptist,2.4,-5.3,-2.9
2021 The Citadel,1.1,-4.2,-3.1
2021 Charleston,0.7,-3.8,-3.1
2021 Norfolk St.,-3,-0.1,-3.1
2021 UNC Wilmington,1.3,-4.4,-3.1
2021 La Salle,-1.8,-1.5,-3.2
2021 Sacramento St.,0.8,-4,-3.2
2021 Montana St.,-1.2,-2.1,-3.3
2021 Morgan St,-1.7,-1.6,-3.3
2021 New Hampshire,-2.8,-0.6,-3.3
2021 UNC Asheville,-1.2,-2.2,-3.4
2021 Rice,-0.4,-3,-3.4
2021 Little Rock,-1.6,-1.8,-3.4
2021 Boston University,-0.3,-3.1,-3.4
2021 Northern Kentucky,0.4,-3.9,-3.4
2021 San Diego,-3.5,0.1,-3.4
2021 Seattle U,-2.3,-1.2,-3.5
2021 Louisiana,-1.8,-1.8,-3.5
2021 Lafayette,1.7,-5.3,-3.6
2021 Milwaukee,-0.5,-3.1,-3.7
2021 Georgia Southern,-3.3,-0.4,-3.8
2021 Bucknell,-1.2,-2.5,-3.8
2021 Marist,-5.7,2,-3.8
2021 George Washington,-0.6,-3.2,-3.8
2021 Idaho St.,-3.8,0,-3.9
2021 Charlotte,-3.1,-0.8,-3.9
2021 Wyoming,1.7,-5.7,-3.9
2021 Lipscomb,-1.2,-2.8,-3.9
2021 Southern Illinois,-2.3,-1.7,-4
2021 Stetson,-0.7,-3.4,-4.1
2021 Western Carolina,-0.4,-3.7,-4.1
2021 Valparaiso,-4.9,0.7,-4.2
2021 Radford,-3.1,-1.2,-4.3
2021 NJIT,-2.8,-1.5,-4.3
2021 LIU,-3.8,-0.5,-4.3
2021 Jackson St.,-7.2,2.9,-4.4
2021 Arkansas St.,-1,-3.4,-4.4
2021 American,-1.9,-2.5,-4.4
2021 Saint Joseph's,-0.9,-3.5,-4.4
2021 Utah Valley,-1.4,-3.1,-4.5
2021 Merrimack,-6,1.4,-4.6
2021 Delaware,-3.2,-1.4,-4.6
2021 North Alabama,-3.4,-1.2,-4.6
2021 Illinois St.,-2.6,-2.1,-4.7
2021 Portland St.,-5.5,0.5,-5
2021 Quinnipiac,-5.4,0.4,-5
2021 Northern Colorado,-2.4,-2.5,-5
2021 Florida Gulf Coast,-5.3,0.2,-5.1
2021 Cal St. Fullerton,-0.3,-4.8,-5.1
2021 Evansville,1,-6.2,-5.2
2021 Fairleigh Dickinson,0.3,-5.5,-5.2
2021 Southern Miss,-5.8,0.6,-5.2
2021 Long Beach St.,-2.9,-2.4,-5.3
2021 Youngstown St.,-0.8,-4.4,-5.3
2021 UT Rio Grande Valley,-5.7,0.3,-5.4
2021 St. Francis (BKN),-0.3,-5.2,-5.4
2021 Samford,-2.2,-3.3,-5.5
2021 Oakland,0.2,-5.8,-5.6
2021 New Orleans,-3,-2.6,-5.7
2021 Longwood,-3.8,-1.9,-5.7
2021 McNeese,-0.7,-5,-5.8
2021 Southern,-5.4,-0.4,-5.8
2021 Manhattan,-6.9,1,-5.9
2021 North Carolina A&T,-5.1,-0.8,-5.9
2021 St. Francis (PA),-3.7,-2.4,-6.1
2021 Towson,-1.7,-4.6,-6.3
2021 Eastern Illinois,-3.4,-3,-6.3
2021 Troy,-6.4,0.1,-6.4
2021 Fairfield,-4.5,-2.1,-6.6
2021 Cal St. Northridge,-0.6,-6,-6.6
2021 High Point,-3.7,-2.9,-6.7
2021 Purdue Fort Wayne,-1.3,-5.5,-6.7
2021 IUPUI,-4,-2.8,-6.8
2021 Southeast Missouri St.,-4.5,-2.3,-6.8
2021 Florida A&M,-7.1,0.2,-6.9
2021 UC San Diego,-2.7,-4.2,-6.9
2021 Rider,-1.6,-5.3,-6.9
2021 Green Bay,-1.1,-6,-7.1
2021 Holy Cross,-2.8,-4.3,-7.1
2021 Sacred Heart,-1.7,-5.5,-7.2
2021 Jacksonville,-5.5,-1.8,-7.2
2021 Lamar,-5.4,-1.9,-7.3
2021 Middle Tennessee,-6.4,-0.9,-7.4
2021 Central Michigan,-2,-5.4,-7.4
2021 UIC,-5.4,-2,-7.4
2021 UL Monroe,-5.4,-2,-7.4
2021 Northwestern St.,-3.1,-4.4,-7.5
2021 Coppin St.,-6.8,-0.7,-7.5
2021 Florida International,-3,-4.6,-7.6
2021 Binghamton,-2.4,-5.2,-7.6
2021 Grambling,-6,-1.7,-7.7
2021 North Dakota,-3.4,-4.4,-7.8
2021 Robert Morris,-3.1,-4.8,-7.9
2021 Central Arkansas,-3.2,-4.7,-7.9
2021 Western Michigan,-6,-1.9,-7.9
2021 North Florida,-1.2,-6.7,-7.9
2021 Eastern Michigan,-4.7,-3.7,-8.3
2021 New Mexico,-6.4,-2.2,-8.6
2021 William & Mary,-4.8,-3.8,-8.6
2021 Omaha,-4.9,-3.8,-8.6
2021 Maine,-8.6,0,-8.6
2021 Western Illinois,-4.4,-4.3,-8.7
2021 Tennessee St.,-7.4,-1.7,-9.1
2021 North Carolina Central,-4.9,-4.4,-9.3
2021 Tennessee Tech,-4.8,-4.6,-9.4
2021 Hampton,-4.8,-4.6,-9.5
2021 Presbyterian,-6.9,-2.8,-9.6
2021 Lehigh,-5.3,-4.4,-9.8
2021 SE Louisiana,-5.7,-4.3,-9.9
2021 Fordham,-10.1,0.1,-10
2021 SIU Edwardsville,-6.6,-3.4,-10
2021 Northern Arizona,-3,-7.1,-10.1
2021 Kennesaw St.,-8.2,-2,-10.2
2021 Dixie St.,-7.2,-2.9,-10.2
2021 Cal Poly,-8.1,-2.1,-10.2
2021 Central Connecticut,-5.2,-5.1,-10.3
2021 Houston Baptist,-4.8,-5.6,-10.4
2021 Alcorn St.,-5.6,-4.9,-10.4
2021 Charleston Southern,-6.7,-3.8,-10.5
2021 South Carolina UpSt.,-4.8,-5.7,-10.5
2021 Howard,-3.3,-7.4,-10.6
2021 Alabama A&M,-9.9,-0.9,-10.8
2021 Incarnate Word,-4.9,-6,-11
2021 Texas A&M-CC,-8.4,-2.9,-11.3
2021 Northern Illinois,-7,-5.3,-12.3
2021 Portland,-5.2,-8.1,-13.3
2021 Denver,-5.9,-7.6,-13.5
2021 UT Martin,-5.4,-8.2,-13.5
2021 San José St,-6.5,-7.1,-13.5
2021 Air Force,-5.7,-8.3,-14
2021 Alabama St.,-10.2,-4.3,-14.6
2021 Arkansas Pine Bluff,-8,-6.7,-14.7
2021 Idaho,-7.8,-6.9,-14.7
2021 Delaware St.,-7.9,-8.3,-16.2
2021 South Carolina St.,-10.7,-6.2,-16.9
2021 Chicago St.,-10.5,-10.5,-21.1
2021 Mississippi Valley St.,-13.7,-12.4,-26.2
2022 Gonzaga,12.8,7.7,20.5
2022 Houston,10.1,9.7,19.8
2022 Tennessee,7.1,10.9,18
2022 Baylor,10.1,7.8,17.9
2022 Kentucky,11.1,6.6,17.7
2022 Kansas,10.9,6.7,17.6
2022 Arizona,10.5,7.1,17.6
2022 Villanova,10.7,6.8,17.6
2022 Duke,12,4.8,16.8
2022 Texas Tech,6,10.5,16.5
2022 Purdue,12.7,3.6,16.4
2022 UCLA,9.2,6.9,16.2
2022 Auburn,6.5,9,15.6
2022 Iowa,11.9,3.5,15.5
2022 LSU,3.6,10.4,14
2022 Illinois,7.3,6.7,13.9
2022 Texas,6,7.8,13.9
2022 North Carolina,7.8,5.5,13.3
2022 Connecticut,7.6,5.7,13.3
2022 Virginia Tech,8.3,5,13.2
2022 Arkansas,5.3,7.6,12.8
2022 Saint Mary's,4.5,7.3,11.8
2022 Memphis,5.6,6.2,11.8
2022 Alabama,8.2,3.4,11.6
2022 Ohio St.,8.6,2.9,11.5
2022 Michigan,7.6,3.9,11.4
2022 Loyola Chicago,4.9,6.4,11.2
2022 Wisconsin,4.7,6.1,10.9
2022 Providence,5.4,5.3,10.7
2022 Oklahoma,5.1,5.6,10.7
2022 San Diego St.,0.3,10.3,10.6
2022 San Francisco,5.4,5.1,10.6
2022 TCU,4,6.5,10.5
2022 Michigan St.,5.6,4.7,10.3
2022 Murray St.,6.6,3.7,10.3
2022 Wake Forest,5.3,4.9,10.2
2022 Mississippi St.,5.3,4.9,10.2
2022 Oklahoma St.,0.8,9.4,10.2
2022 Texas A&M,4.2,5.8,10.1
2022 Vermont,6.7,3.2,10
2022 Indiana,3.2,6.8,10
2022 Notre Dame,6.9,2.9,9.8
2022 USC,4.8,5,9.8
2022 Dayton,4.3,5.5,9.7
2022 Seton Hall,4,5.6,9.6
2022 Xavier,5.3,4.2,9.6
2022 Florida,4.9,4.5,9.4
2022 St. John's,5.4,3.8,9.2
2022 UAB,5.5,3.8,9.2
2022 Miami FL,7.7,1.5,9.1
2022 Iowa St.,0.5,8.7,9.1
2022 Davidson,9,0.1,9.1
2022 SMU,4.3,4.8,9.1
2022 Washington St.,3,5.7,8.8
2022 Vanderbilt,3.1,5.4,8.5
2022 St. Louis,4.8,3.6,8.4
2022 VCU,-1.3,9.5,8.2
2022 Virginia,3.1,5,8.1
2022 Boise St.,2.9,5.1,8
2022 Syracuse,7.5,0.6,8
2022 Marquette,3.6,4.4,8
2022 Chattanooga,4.2,3.8,8
2022 North Texas,2,6,8
2022 Clemson,5.2,2.8,7.9
2022 Creighton,2,5.8,7.8
2022 South Dakota St.,9,-1.2,7.8
2022 West Virginia,3.6,4.2,7.8
2022 St. Bonaventure,4.8,2.9,7.7
2022 Belmont,5.4,2.2,7.6
2022 Kansas St.,3.6,3.9,7.5
2022 Furman,7.4,0,7.4
2022 Maryland,4.6,2.8,7.3
2022 Rutgers,3,4.3,7.3
2022 Toledo,5.7,1.5,7.2
2022 Oregon,4.7,2.3,7
2022 Richmond,4.5,2.5,7
2022 Iona,3.6,3.3,6.9
2022 Towson,4.3,2.6,6.9
2022 Santa Clara,5.4,1.2,6.6
2022 Northwestern,2.5,4.1,6.6
2022 Penn St.,2.5,4,6.4
2022 Colorado St.,5.9,0.5,6.4
2022 Missouri St.,5.9,0.4,6.4
2022 BYU,3.8,2.5,6.2
2022 Fresno St.,1.3,4.8,6.2
2022 South Carolina,-0.3,6,5.7
2022 Utah St.,3.7,1.9,5.6
2022 Wichita St.,0.7,4.8,5.5
2022 Drake,3.9,1.5,5.4
2022 Arizona St.,-0.7,5.9,5.3
2022 Florida St.,2.4,2.7,5.2
2022 UNLV,2.9,2.2,5.1
2022 Colorado,1.7,3.2,4.9
2022 DePaul,2.9,2,4.9
2022 Tulane,3.6,1.3,4.9
2022 Saint Peter's,-1.5,6.3,4.8
2022 UCF,2.5,2.2,4.7
2022 Middle Tennessee,2.2,2.4,4.6
2022 Grand Canyon,0.5,4,4.5
2022 Liberty,3.1,1.4,4.5
2022 Cincinnati,1.2,3.3,4.5
2022 Mississippi,2,2.5,4.4
2022 George Mason,2.3,2,4.2
2022 Northern Iowa,4.6,-0.4,4.2
2022 Akron,3,1.2,4.2
2022 New Mexico St.,2,1.9,3.9
2022 Louisiana Tech,2.4,1.5,3.9
2022 Minnesota,2.6,1.2,3.8
2022 Stanford,1.4,2.4,3.8
2022 Wyoming,2.9,0.9,3.8
2022 Bradley,0.4,3.4,3.8
2022 Wofford,3.7,0.1,3.8
2022 Western Kentucky,2,1.7,3.7
2022 Colgate,3.8,-0.1,3.7
2022 Wagner,1.2,2.5,3.7
2022 Buffalo,3.2,0.4,3.6
2022 Louisville,0.9,2.5,3.4
2022 Hofstra,4,-0.8,3.2
2022 Ohio,1.8,1.4,3.1
2022 Temple,-0.1,3.1,3
2022 Washington,0.5,2.5,2.9
2022 Boston College,1.5,1.4,2.9
2022 NC St.,3.9,-1,2.9
2022 Princeton,5.7,-2.9,2.9
2022 Kent St.,0.3,2.6,2.8
2022 Oral Roberts,4.3,-2,2.3
2022 Jacksonville St.,2.6,-0.3,2.3
2022 Rhode Island,-2.3,4.5,2.2
2022 Morehead St.,-0.1,2.2,2.1
2022 UC Irvine,-2.3,4.4,2
2022 Seattle,-0.4,2.4,2
2022 California,-1.3,3.1,1.8
2022 Longwood,2.3,-0.5,1.8
2022 Monmouth,0,1.6,1.7
2022 Nebraska,1.6,-0.2,1.4
2022 Texas St.,1,0.4,1.4
2022 Georgia Tech,-1.1,2.5,1.4
2022 Utah,2,-0.6,1.4
2022 Georgia St.,-0.9,2.3,1.4
2022 Oakland,1.5,-0.1,1.4
2022 Coastal Carolina,0.3,1,1.3
2022 Abilene Christian,-0.1,1.3,1.2
2022 North Dakota St.,1.1,0.1,1.2
2022 Sam Houston St.,-1.1,2.3,1.2
2022 Butler,-0.9,2.1,1.1
2022 Charleston,0.7,0.4,1.1
